Datetime,Heating Demand (kWh),Cooling Demand (kWh),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Jun-16 02:00:00,0,1147.523411,3986,4775
2006-Jun-16 03:00:00,0,509.7048652,3987,4774
2006-Jun-16 04:00:00,0,1128.504463,3988,4773
2006-Jun-16 05:00:00,0,483.0840638,3989,4772
2006-Jun-16 06:00:00,5.790019146,1139.186463,3990,4771
2006-Jun-16 07:00:00,15.72739022,1471.34966,3991,4770
2006-Jun-16 08:00:00,28.9678159,1832.379088,3992,4769
2006-Jun-16 09:00:00,31.46668185,2207.906093,3993,4768
2006-Jun-16 10:00:00,32.30381562,2276.112717,3994,4767
2006-Jun-16 11:00:00,38.93822894,2160.186412,3995,4766
2006-Jun-16 12:00:00,47.22316459,2163.518323,3996,4765
2006-Jun-16 13:00:00,44.72261793,2242.865418,3997,4764
2006-Jun-16 14:00:00,28.17288141,2373.237306,3998,4763
2006-Jun-16 15:00:00,27.31602806,2397.916629,3999,4762
2006-Jun-16 16:00:00,36.43670796,2417.097083,4000,4761
2006-Jun-16 17:00:00,21.54561893,2015.840944,4001,4760
2006-Jun-16 18:00:00,17.37492041,1756.345841,4002,4759
2006-Jun-16 19:00:00,12.41740159,1596.397249,4003,4758
2006-Jun-16 20:00:00,14.07617453,1428.035957,4004,4757
2006-Jun-16 21:00:00,6.620215788,1438.093376,4005,4756
2006-Jun-16 22:00:00,4.129223703,1083.2955,4006,4755
2006-Jun-16 23:00:00,4.146882729,511.4263808,4007,4754
2006-Jun-17 00:00:00,0,1202.005562,4008,4753
2006-Jun-17 01:00:00,0,511.2193293,4009,4752
2006-Jun-17 02:00:00,0,1170.700563,4010,4751
2006-Jun-17 03:00:00,0,510.8252457,4011,4750
2006-Jun-17 04:00:00,0,1136.246326,4012,4749
2006-Jun-17 05:00:00,0,509.1422773,4013,4748
2006-Jun-17 06:00:00,5.778249684,1142.537427,4014,4747
2006-Jun-17 07:00:00,9.074064994,1422.238454,4015,4746
2006-Jun-17 08:00:00,12.38902017,1583.669227,4016,4745
2006-Jun-17 09:00:00,17.36258821,1691.196703,4017,4744
2006-Jun-17 10:00:00,15.69651698,1769.74763,4018,4743
2006-Jun-17 11:00:00,19.00541763,1831.414551,4019,4742
2006-Jun-17 12:00:00,16.52248137,1622.407577,4020,4741
2006-Jun-17 13:00:00,15.69502434,1261.766902,4021,4740
2006-Jun-17 14:00:00,12.38074586,1281.470595,4022,4739
2006-Jun-17 15:00:00,10.7475898,1342.263859,4023,4738
2006-Jun-17 16:00:00,11.56471977,1367.406212,4024,4737
2006-Jun-17 17:00:00,5.77330141,1396.560167,4025,4736
2006-Jun-17 18:00:00,5.780718376,1036.940776,4026,4735
2006-Jun-17 19:00:00,5.788594947,508.9060772,4027,4734
2006-Jun-17 20:00:00,5.786481135,1123.403837,4028,4733
2006-Jun-17 21:00:00,7.425853614,508.5051296,4029,4732
2006-Jun-17 22:00:00,4.133879771,1100.766427,4030,4731
2006-Jun-17 23:00:00,4.132289824,506.7328334,4031,4730
2006-Jun-18 00:00:00,0,1042.179586,4032,4729
2006-Jun-18 01:00:00,0,505.293038,4033,4728
2006-Jun-18 02:00:00,0,948.0290554,4034,4727
2006-Jun-18 03:00:00,0,504.2867744,4035,4726
2006-Jun-18 04:00:00,0,917.5896272,4036,4725
2006-Jun-18 05:00:00,0,548.6301367,4037,4724
2006-Jun-18 06:00:00,5.773426272,891.6772264,4038,4723
2006-Jun-18 07:00:00,3.291487724,539.7374251,4039,4722
2006-Jun-18 08:00:00,3.298305987,933.343508,4040,4721
2006-Jun-18 09:00:00,3.303805566,554.2073291,4041,4720
2006-Jun-18 10:00:00,3.291243174,1055.568142,4042,4719
2006-Jun-18 11:00:00,4.950039805,568.5236721,4043,4718
2006-Jun-18 12:00:00,4.948794479,1212.08715,4044,4717
2006-Jun-18 13:00:00,7.418425721,591.7829385,4045,4716
2006-Jun-18 14:00:00,4.944453441,1358.250787,4046,4715
2006-Jun-18 15:00:00,3.301568477,611.395654,4047,4714
2006-Jun-18 16:00:00,3.288935276,1519.86051,4048,4713
2006-Jun-18 17:00:00,3.303474335,618.4250196,4049,4712
2006-Jun-18 18:00:00,3.301089706,1394.847236,4050,4711
2006-Jun-18 19:00:00,3.288363602,595.5107957,4051,4710
2006-Jun-18 20:00:00,3.304128111,1183.864609,4052,4709
2006-Jun-18 21:00:00,5.774724476,575.8400348,4053,4708
2006-Jun-18 22:00:00,3.293533164,1105.495079,4054,4707
2006-Jun-18 23:00:00,3.293482657,573.5015625,4055,4706
2006-Jun-19 00:00:00,0,1085.287956,4056,4705
2006-Jun-19 01:00:00,0,569.4112788,4057,4704
2006-Jun-19 02:00:00,0,1070.005238,4058,4703
2006-Jun-19 03:00:00,0,563.865817,4059,4702
2006-Jun-19 04:00:00,2.27E-05,1034.129313,4060,4701
2006-Jun-19 05:00:00,0,553.6438016,4061,4700
2006-Jun-19 06:00:00,5.766653315,1099.87243,4062,4699
2006-Jun-19 07:00:00,15.63563921,1464.267842,4063,4698
2006-Jun-19 08:00:00,28.8060209,1892.08192,4064,4697
2006-Jun-19 09:00:00,31.29310243,2172.330682,4065,4696
2006-Jun-19 10:00:00,32.1081324,2202.581166,4066,4695
2006-Jun-19 11:00:00,38.68507229,2197.8895,4067,4694
2006-Jun-19 12:00:00,46.93273271,1989.293103,4068,4693
2006-Jun-19 13:00:00,44.48224845,2093.562999,4069,4692
2006-Jun-19 14:00:00,27.97827009,2198.712899,4070,4691
2006-Jun-19 15:00:00,27.18125722,2282.424134,4071,4690
2006-Jun-19 16:00:00,36.22645793,2343.538768,4072,4689
2006-Jun-19 17:00:00,21.38495722,1949.063805,4073,4688
2006-Jun-19 18:00:00,17.29978178,1780.974344,4074,4687
2006-Jun-19 19:00:00,12.33884943,1633.967075,4075,4686
2006-Jun-19 20:00:00,13.98801803,1431.783342,4076,4685
2006-Jun-19 21:00:00,6.578909807,1406.784574,4077,4684
2006-Jun-19 22:00:00,4.116998282,1066.927231,4078,4683
2006-Jun-19 23:00:00,4.101561445,511.650435,4079,4682
2006-Jun-20 00:00:00,0,1182.649344,4080,4681
2006-Jun-20 01:00:00,0,511.3229492,4081,4680
2006-Jun-20 02:00:00,0,1165.593498,4082,4679
2006-Jun-20 03:00:00,0,510.9831153,4083,4678
2006-Jun-20 04:00:00,0,1155.694603,4084,4677
2006-Jun-20 05:00:00,0,509.9294595,4085,4676
2006-Jun-20 06:00:00,5.743298179,1169.006966,4086,4675
2006-Jun-20 07:00:00,15.60156633,1529.384679,4087,4674
2006-Jun-20 08:00:00,28.76838983,2078.015288,4088,4673
2006-Jun-20 09:00:00,31.22209989,2192.457087,4089,4672
2006-Jun-20 10:00:00,32.04037529,2201.233044,4090,4671
2006-Jun-20 11:00:00,38.62726741,2312.388442,4091,4670
2006-Jun-20 12:00:00,46.82318502,2116.635793,4092,4669
2006-Jun-20 13:00:00,44.40314028,2330.154913,4093,4668
2006-Jun-20 14:00:00,27.91957292,2384.465102,4094,4667
2006-Jun-20 15:00:00,27.11887999,2354.253712,4095,4666
2006-Jun-20 16:00:00,36.16609965,2404.610351,4096,4665
2006-Jun-20 17:00:00,21.35321326,2067.858593,4097,4664
2006-Jun-20 18:00:00,17.24970065,1827.58818,4098,4663
2006-Jun-20 19:00:00,12.32313278,1634.792878,4099,4662
2006-Jun-20 20:00:00,13.94668452,1432.901053,4100,4661
2006-Jun-20 21:00:00,6.577577494,1392.103276,4101,4660
2006-Jun-20 22:00:00,4.097049109,1070.598923,4102,4659
2006-Jun-20 23:00:00,4.110073258,511.7710223,4103,4658
2006-Jun-21 00:00:00,0,1165.545849,4104,4657
2006-Jun-21 01:00:00,0,511.5124054,4105,4656
2006-Jun-21 02:00:00,0,1158.452222,4106,4655
2006-Jun-21 03:00:00,0,511.1883936,4107,4654
2006-Jun-21 04:00:00,0,1154.733257,4108,4653
2006-Jun-21 05:00:00,0,510.6864523,4109,4652
2006-Jun-21 06:00:00,5.729135717,1163.767295,4110,4651
2006-Jun-21 07:00:00,15.57244952,1516.896719,4111,4650
2006-Jun-21 08:00:00,28.7005919,2009.084779,4112,4649
2006-Jun-21 09:00:00,31.15285223,2235.971847,4113,4648
2006-Jun-21 10:00:00,31.98635938,2331.147747,4114,4647
2006-Jun-21 11:00:00,38.55257357,2344.129923,4115,4646
2006-Jun-21 12:00:00,46.76159802,2155.717277,4116,4645
2006-Jun-21 13:00:00,44.27801886,2307.043104,4117,4644
2006-Jun-21 14:00:00,27.89815192,2336.131884,4118,4643
2006-Jun-21 15:00:00,27.05251224,2413.631556,4119,4642
2006-Jun-21 16:00:00,36.07264446,2420.088424,4120,4641
2006-Jun-21 17:00:00,21.33026766,1963.225896,4121,4640
2006-Jun-21 18:00:00,17.21443601,1797.366644,4122,4639
2006-Jun-21 19:00:00,12.28382792,1648.001234,4123,4638
2006-Jun-21 20:00:00,13.94674149,1403.453756,4124,4637
2006-Jun-21 21:00:00,6.542637172,1367.398114,4125,4636
2006-Jun-21 22:00:00,4.108792582,1054.710396,4126,4635
2006-Jun-21 23:00:00,4.094986799,511.9106412,4127,4634
2006-Jun-22 00:00:00,0,1139.605352,4128,4633
2006-Jun-22 01:00:00,0,511.5880111,4129,4632
2006-Jun-22 02:00:00,0,1108.892777,4130,4631
2006-Jun-22 03:00:00,0,511.2093074,4131,4630
2006-Jun-22 04:00:00,0,1099.161603,4132,4629
2006-Jun-22 05:00:00,0,510.1581329,4133,4628
2006-Jun-22 06:00:00,5.728987369,1124.834456,4134,4627
2006-Jun-22 07:00:00,15.54651968,1469.528473,4135,4626
2006-Jun-22 08:00:00,28.63278014,1953.076988,4136,4625
2006-Jun-22 09:00:00,31.11424722,2180.128385,4137,4624
2006-Jun-22 10:00:00,31.92098252,2211.604825,4138,4623
2006-Jun-22 11:00:00,38.46075585,2236.692738,4139,4622
2006-Jun-22 12:00:00,46.66090422,2073.998294,4140,4621
2006-Jun-22 13:00:00,44.22189009,2218.018144,4141,4620
2006-Jun-22 14:00:00,27.818639,2326.903081,4142,4619
2006-Jun-22 15:00:00,27.01935392,2341.564277,4143,4618
2006-Jun-22 16:00:00,36.01812025,2429.289351,4144,4617
2006-Jun-22 17:00:00,21.26099127,2076.773108,4145,4616
2006-Jun-22 18:00:00,17.19619023,1925.178176,4146,4615
2006-Jun-22 19:00:00,12.27169327,1689.622582,4147,4614
2006-Jun-22 20:00:00,13.89745443,1470.37328,4148,4613
2006-Jun-22 21:00:00,6.549114356,1412.486652,4149,4612
2006-Jun-22 22:00:00,4.08172179,1072.294785,4150,4611
2006-Jun-22 23:00:00,4.089809499,511.9254339,4151,4610
2006-Jun-23 00:00:00,0,1166.524223,4152,4609
2006-Jun-23 01:00:00,0,511.6643209,4153,4608
2006-Jun-23 02:00:00,0,1141.590478,4154,4607
2006-Jun-23 03:00:00,0,511.3035043,4155,4606
2006-Jun-23 04:00:00,0,1113.099041,4156,4605
2006-Jun-23 05:00:00,0,510.9072581,4157,4604
2006-Jun-23 06:00:00,5.705423781,1136.225521,4158,4603
2006-Jun-23 07:00:00,15.51227933,1426.468218,4159,4602
2006-Jun-23 08:00:00,28.59388581,1996.119303,4160,4601
2006-Jun-23 09:00:00,31.03235865,2223.173075,4161,4600
2006-Jun-23 10:00:00,31.86439183,2263.437416,4162,4599
2006-Jun-23 11:00:00,38.40286119,2298.470284,4163,4598
2006-Jun-23 12:00:00,46.58553115,2179.896032,4164,4597
2006-Jun-23 13:00:00,44.10654138,2240.696353,4165,4596
2006-Jun-23 14:00:00,27.79145967,2298.989525,4166,4595
2006-Jun-23 15:00:00,26.95123825,2318.392582,4167,4594
2006-Jun-23 16:00:00,35.93358998,2394.23587,4168,4593
2006-Jun-23 17:00:00,21.24596869,1959.557356,4169,4592
2006-Jun-23 18:00:00,17.15250212,1671.975581,4170,4591
2006-Jun-23 19:00:00,12.23892684,1574.622559,4171,4590
2006-Jun-23 20:00:00,13.8891001,1298.379624,4172,4589
2006-Jun-23 21:00:00,6.519190437,1298.146763,4173,4588
2006-Jun-23 22:00:00,4.092191689,1053.05924,4174,4587
2006-Jun-23 23:00:00,4.074066881,511.5758932,4175,4586
2006-Jun-24 00:00:00,0,1141.305795,4176,4585
2006-Jun-24 01:00:00,0,511.3798379,4177,4584
2006-Jun-24 02:00:00,0,1100.643963,4178,4583
2006-Jun-24 03:00:00,0,510.2132309,4179,4582
2006-Jun-24 04:00:00,0,1077.943345,4180,4581
2006-Jun-24 05:00:00,0,482.888257,4181,4580
2006-Jun-24 06:00:00,5.73986071,1093.326119,4182,4579
2006-Jun-24 07:00:00,8.965741639,1361.188562,4183,4578
2006-Jun-24 08:00:00,12.22317742,1527.977214,4184,4577
2006-Jun-24 09:00:00,17.1010934,1689.097331,4185,4576
2006-Jun-24 10:00:00,15.48529508,1697.114216,4186,4575
2006-Jun-24 11:00:00,18.76053461,1675.12774,4187,4574
2006-Jun-24 12:00:00,16.28883941,1565.265119,4188,4573
2006-Jun-24 13:00:00,15.48499246,1497.713239,4189,4572
2006-Jun-24 14:00:00,12.22848449,1590.802012,4190,4571
2006-Jun-24 15:00:00,10.59429172,1638.985575,4191,4570
2006-Jun-24 16:00:00,11.40952397,1676.309051,4192,4569
2006-Jun-24 17:00:00,5.692779471,1670.510127,4193,4568
2006-Jun-24 18:00:00,5.705854046,1366.91579,4194,4567
2006-Jun-24 19:00:00,5.709315418,511.3830854,4195,4566
2006-Jun-24 20:00:00,5.707725475,1248.71209,4196,4565
2006-Jun-24 21:00:00,7.323375995,511.4912296,4197,4564
2006-Jun-24 22:00:00,4.081786146,1143.030119,4198,4563
2006-Jun-24 23:00:00,4.073831586,511.0085871,4199,4562
2006-Jun-25 00:00:00,0,1116.593227,4200,4561
2006-Jun-25 01:00:00,0,510.50049,4201,4560
2006-Jun-25 02:00:00,0,1077.509973,4202,4559
2006-Jun-25 03:00:00,0,508.5648019,4203,4558
2006-Jun-25 04:00:00,0,1059.835601,4204,4557
2006-Jun-25 05:00:00,0,507.2441656,4205,4556
2006-Jun-25 06:00:00,5.697257674,1022.222641,4206,4555
2006-Jun-25 07:00:00,3.251890329,506.7113077,4207,4554
2006-Jun-25 08:00:00,3.243479409,1255.379409,4208,4553
2006-Jun-25 09:00:00,3.260492324,508.7450416,4209,4552
2006-Jun-25 10:00:00,3.250914528,1538.028319,4210,4551
2006-Jun-25 11:00:00,4.880666109,510.7552978,4211,4550
2006-Jun-25 12:00:00,4.877387054,1602.302392,4212,4549
2006-Jun-25 13:00:00,7.311333691,511.1125988,4213,4548
2006-Jun-25 14:00:00,4.87550338,1586.265867,4214,4547
2006-Jun-25 15:00:00,3.260678263,511.4679566,4215,4546
2006-Jun-25 16:00:00,3.252100121,1738.858106,4216,4545
2006-Jun-25 17:00:00,3.242210093,511.8206903,4217,4544
2006-Jun-25 18:00:00,3.264388403,1693.689503,4218,4543
2006-Jun-25 19:00:00,3.253631122,512.170671,4219,4542
2006-Jun-25 20:00:00,3.24184301,1269.513833,4220,4541
2006-Jun-25 21:00:00,5.697114115,511.9376493,4221,4540
2006-Jun-25 22:00:00,3.260953719,1150.735271,4222,4539
2006-Jun-25 23:00:00,3.249083738,511.4907702,4223,4538
2006-Jun-26 00:00:00,0,1112.29943,4224,4537
2006-Jun-26 01:00:00,0,510.9435859,4225,4536
2006-Jun-26 02:00:00,0,1089.539218,4226,4535
2006-Jun-26 03:00:00,0,510.0937866,4227,4534
2006-Jun-26 04:00:00,0,1075.959334,4228,4533
2006-Jun-26 05:00:00,0,508.9486804,4229,4532
2006-Jun-26 06:00:00,5.675543427,1085.5747,4230,4531
2006-Jun-26 07:00:00,15.42662483,1415.664411,4231,4530
2006-Jun-26 08:00:00,28.42345282,1934.934729,4232,4529
2006-Jun-26 09:00:00,30.86591423,2143.935004,4233,4528
2006-Jun-26 10:00:00,31.69285235,2169.502127,4234,4527
2006-Jun-26 11:00:00,38.17077189,2260.576075,4235,4526
2006-Jun-26 12:00:00,46.33941545,2106.69784,4236,4525
2006-Jun-26 13:00:00,43.85267312,2207.577866,4237,4524
2006-Jun-26 14:00:00,27.63351177,2354.722744,4238,4523
2006-Jun-26 15:00:00,26.80888906,2140.820995,4239,4522
2006-Jun-26 16:00:00,35.73757625,1971.694104,4240,4521
2006-Jun-26 17:00:00,21.11118799,1865.793074,4241,4520
2006-Jun-26 18:00:00,17.06747736,1751.096963,4242,4519
2006-Jun-26 19:00:00,12.17480493,1592.298152,4243,4518
2006-Jun-26 20:00:00,13.80005511,1363.648463,4244,4517
2006-Jun-26 21:00:00,6.495214148,1317.541988,4245,4516
2006-Jun-26 22:00:00,4.056855034,1031.403306,4246,4515
2006-Jun-26 23:00:00,4.054481356,511.4325798,4247,4514
2006-Jun-27 00:00:00,0,1109.013989,4248,4513
2006-Jun-27 01:00:00,0,511.1284863,4249,4512
2006-Jun-27 02:00:00,0,1070.747952,4250,4511
2006-Jun-27 03:00:00,0,509.6674479,4251,4510
2006-Jun-27 04:00:00,0,1048.608559,4252,4509
2006-Jun-27 05:00:00,0,483.2790924,4253,4508
2006-Jun-27 06:00:00,6.971409347,1075.065349,4254,4507
2006-Jun-27 07:00:00,15.47738838,1450.64757,4255,4506
2006-Jun-27 08:00:00,28.38448115,1948.651591,4256,4505
2006-Jun-27 09:00:00,30.79988607,2028.094441,4257,4504
2006-Jun-27 10:00:00,31.63218756,2181.63762,4258,4503
2006-Jun-27 11:00:00,38.1068815,2233.896306,4259,4502
2006-Jun-27 12:00:00,46.25174049,2083.872692,4260,4501
2006-Jun-27 13:00:00,43.77251984,2198.513103,4261,4500
2006-Jun-27 14:00:00,27.58449033,2302.815101,4262,4499
2006-Jun-27 15:00:00,26.75785682,2326.897279,4263,4498
2006-Jun-27 16:00:00,35.67101222,2422.833224,4264,4497
2006-Jun-27 17:00:00,21.07552367,1982.521582,4265,4496
2006-Jun-27 18:00:00,17.03506249,1644.326677,4266,4495
2006-Jun-27 19:00:00,12.15234005,1484.602367,4267,4494
2006-Jun-27 20:00:00,13.77488206,1382.480939,4268,4493
2006-Jun-27 21:00:00,6.483496035,1375.222325,4269,4492
2006-Jun-27 22:00:00,4.048184198,1041.519697,4270,4491
2006-Jun-27 23:00:00,4.047355,511.6330225,4271,4490
2006-Jun-28 00:00:00,0,1118.951344,4272,4489
2006-Jun-28 01:00:00,0,511.4521672,4273,4488
2006-Jun-28 02:00:00,0,1108.118721,4274,4487
2006-Jun-28 03:00:00,0,511.1158064,4275,4486
2006-Jun-28 04:00:00,0,1077.683901,4276,4485
2006-Jun-28 05:00:00,0,509.9851316,4277,4484
2006-Jun-28 06:00:00,5.767404887,1094.07971,4278,4483
2006-Jun-28 07:00:00,15.37104452,1450.861873,4279,4482
2006-Jun-28 08:00:00,28.3280284,1936.107799,4280,4481
2006-Jun-28 09:00:00,30.74887158,2160.125694,4281,4480
2006-Jun-28 10:00:00,31.5771096,2244.391176,4282,4479
2006-Jun-28 11:00:00,38.03405994,2302.759528,4283,4478
2006-Jun-28 12:00:00,46.17039583,2116.427436,4284,4477
2006-Jun-28 13:00:00,43.69282552,2223.334012,4285,4476
2006-Jun-28 14:00:00,27.53335409,2322.301778,4286,4475
2006-Jun-28 15:00:00,26.71142242,2340.437711,4287,4474
2006-Jun-28 16:00:00,35.60879442,2426.060259,4288,4473
2006-Jun-28 17:00:00,21.03094169,1884.836765,4289,4472
2006-Jun-28 18:00:00,17.0068907,1593.275263,4290,4471
2006-Jun-28 19:00:00,12.13200578,1544.281282,4291,4470
2006-Jun-28 20:00:00,13.74471265,1420.818183,4292,4469
2006-Jun-28 21:00:00,6.475809649,1316.734189,4293,4468
2006-Jun-28 22:00:00,4.035525976,1040.654965,4294,4467
2006-Jun-28 23:00:00,4.045595499,511.5229235,4295,4466
2006-Jun-29 00:00:00,0,1113.856534,4296,4465
2006-Jun-29 01:00:00,0,511.3355892,4297,4464
2006-Jun-29 02:00:00,0,1093.204855,4298,4463
2006-Jun-29 03:00:00,0,510.3655596,4299,4462
2006-Jun-29 04:00:00,0,1076.316362,4300,4461
2006-Jun-29 05:00:00,0,509.2717424,4301,4460
2006-Jun-29 06:00:00,5.644426804,1107.354899,4302,4459
2006-Jun-29 07:00:00,15.34387795,1425.973951,4303,4458
2006-Jun-29 08:00:00,28.26751579,1922.62423,4304,4457
2006-Jun-29 09:00:00,30.70290936,2138.484912,4305,4456
2006-Jun-29 10:00:00,31.52256717,2194.549248,4306,4455
2006-Jun-29 11:00:00,37.95980103,2208.786116,4307,4454
2006-Jun-29 12:00:00,46.08773066,2074.329007,4308,4453
2006-Jun-29 13:00:00,43.61927209,2165.709797,4309,4452
2006-Jun-29 14:00:00,27.47944916,2279.604999,4310,4451
2006-Jun-29 15:00:00,26.66742687,2334.416322,4311,4450
2006-Jun-29 16:00:00,35.54917283,2367.371256,4312,4449
2006-Jun-29 17:00:00,20.98744204,2014.653214,4313,4448
2006-Jun-29 18:00:00,16.9757944,1786.286275,4314,4447
2006-Jun-29 19:00:00,12.11347774,1665.779979,4315,4446
2006-Jun-29 20:00:00,13.71285296,1442.411868,4316,4445
2006-Jun-29 21:00:00,6.468269919,1379.293294,4317,4444
2006-Jun-29 22:00:00,4.026597216,1077.793098,4318,4443
2006-Jun-29 23:00:00,4.045547819,511.6778458,4319,4442
2006-Jun-30 00:00:00,0,1163.846625,4320,4441
2006-Jun-30 01:00:00,2.00E-05,511.5226067,4321,4440
2006-Jun-30 02:00:00,0,1138.676279,4322,4439
2006-Jun-30 03:00:00,0,511.1760765,4323,4438
2006-Jun-30 04:00:00,0,1096.523711,4324,4437
2006-Jun-30 05:00:00,0,510.4569303,4325,4436
2006-Jun-30 06:00:00,5.637800176,1104.939531,4326,4435
2006-Jun-30 07:00:00,15.31738177,1430.25816,4327,4434
2006-Jun-30 08:00:00,28.20869711,1932.736669,4328,4433
2006-Jun-30 09:00:00,30.66069985,2121.519685,4329,4432
2006-Jun-30 10:00:00,31.46209514,2273.701275,4330,4431
2006-Jun-30 11:00:00,37.8925432,2249.157461,4331,4430
2006-Jun-30 12:00:00,45.99313627,2083.181372,4332,4429
2006-Jun-30 13:00:00,43.56095915,2181.615684,4333,4428
2006-Jun-30 14:00:00,27.41950921,2264.278078,4334,4427
2006-Jun-30 15:00:00,26.62420123,2411.823804,4335,4426
2006-Jun-30 16:00:00,35.49130071,2435.830477,4336,4425
2006-Jun-30 17:00:00,20.95561105,1888.929283,4337,4424
2006-Jun-30 18:00:00,16.93432814,1715.055416,4338,4423
2006-Jun-30 19:00:00,12.09547178,1642.734318,4339,4422
2006-Jun-30 20:00:00,13.69270328,1481.751599,4340,4421
2006-Jun-30 21:00:00,6.454085476,1417.561689,4341,4420
2006-Jun-30 22:00:00,4.016257822,1054.528864,4342,4419
2006-Jun-30 23:00:00,4.041331258,511.648962,4343,4418
2006-Jul-01 00:00:00,0,1114.350137,4344,4417
2006-Jul-01 01:00:00,0,511.2147662,4345,4416
2006-Jul-01 02:00:00,0,1062.845168,4346,4415
2006-Jul-01 03:00:00,0,510.9430133,4347,4414
2006-Jul-01 04:00:00,0,1030.647075,4348,4413
2006-Jul-01 05:00:00,0,483.2709743,4349,4412
2006-Jul-01 06:00:00,5.62810488,1049.35193,4350,4411
2006-Jul-01 07:00:00,8.841595918,1403.348176,4351,4410
2006-Jul-01 08:00:00,12.06286732,1613.547785,4352,4409
2006-Jul-01 09:00:00,16.90557923,1730.996691,4353,4408
2006-Jul-01 10:00:00,15.28852933,1770.671931,4354,4407
2006-Jul-01 11:00:00,18.51194121,1857.967457,4355,4406
2006-Jul-01 12:00:00,16.09030681,1745.663455,4356,4405
2006-Jul-01 13:00:00,15.28922088,1661.662124,4357,4404
2006-Jul-01 14:00:00,12.07501992,1697.385247,4358,4403
2006-Jul-01 15:00:00,10.46182689,1762.272896,4359,4402
2006-Jul-01 16:00:00,11.26674388,1780.701742,4360,4401
2006-Jul-01 17:00:00,5.625964755,1767.620122,4361,4400
2006-Jul-01 18:00:00,5.627019541,1263.141539,4362,4399
2006-Jul-01 19:00:00,5.633840054,511.6088683,4363,4398
2006-Jul-01 20:00:00,5.635205549,1212.620865,4364,4397
2006-Jul-01 21:00:00,7.238689732,511.6739872,4365,4396
2006-Jul-01 22:00:00,4.03311446,1144.412766,4366,4395
2006-Jul-01 23:00:00,4.013315738,510.9848318,4367,4394
2006-Jul-02 00:00:00,0,1121.232744,4368,4393
2006-Jul-02 01:00:00,3.88E-05,508.5628131,4369,4392
2006-Jul-02 02:00:00,0,1088.741602,4370,4391
2006-Jul-02 03:00:00,0,507.1964381,4371,4390
2006-Jul-02 04:00:00,0,1052.282668,4372,4389
2006-Jul-02 05:00:00,0,506.1831661,4373,4388
2006-Jul-02 06:00:00,5.629779994,976.1180302,4374,4387
2006-Jul-02 07:00:00,3.220244906,505.7051284,4375,4386
2006-Jul-02 08:00:00,3.209236572,1168.94169,4376,4385
2006-Jul-02 09:00:00,3.206675425,507.9482577,4377,4384
2006-Jul-02 10:00:00,3.222758787,1417.415775,4378,4383
2006-Jul-02 11:00:00,4.816070614,511.0671901,4379,4382
2006-Jul-02 12:00:00,4.814013354,1500.997411,4380,4381
2006-Jul-02 13:00:00,7.238575383,511.4665075,4381,4380
2006-Jul-02 14:00:00,4.822992325,1481.782701,4382,4379
2006-Jul-02 15:00:00,3.203045773,511.710298,4383,4378
2006-Jul-02 16:00:00,3.220902901,1634.166883,4384,4377
2006-Jul-02 17:00:00,3.216335714,512.1053468,4385,4376
2006-Jul-02 18:00:00,3.20557021,1293.835176,4386,4375
2006-Jul-02 19:00:00,3.214945798,512.0724316,4387,4374
2006-Jul-02 20:00:00,3.21825799,1154.365552,4388,4373
2006-Jul-02 21:00:00,5.621755259,511.6755769,4389,4372
2006-Jul-02 22:00:00,3.202876034,1113.367672,4390,4371
2006-Jul-02 23:00:00,3.221046957,511.0482827,4391,4370
2006-Jul-03 00:00:00,0,1075.160688,4392,4369
2006-Jul-03 01:00:00,0,508.6624698,4393,4368
2006-Jul-03 02:00:00,0,1072.010877,4394,4367
2006-Jul-03 03:00:00,0,507.8859623,4395,4366
2006-Jul-03 04:00:00,0,1073.607828,4396,4365
2006-Jul-03 05:00:00,0,507.526084,4397,4364
2006-Jul-03 06:00:00,5.730157865,1094.895404,4398,4363
2006-Jul-03 07:00:00,15.23789095,1419.722403,4399,4362
2006-Jul-03 08:00:00,28.08083277,1909.767484,4400,4361
2006-Jul-03 09:00:00,30.4904119,2099.271475,4401,4360
2006-Jul-03 10:00:00,31.28205471,2274.793284,4402,4359
2006-Jul-03 11:00:00,37.72986794,2194.83542,4403,4358
2006-Jul-03 12:00:00,45.72165552,2129.830736,4404,4357
2006-Jul-03 13:00:00,43.35889404,2206.042106,4405,4356
2006-Jul-03 14:00:00,27.27773835,2292.345744,4406,4355
2006-Jul-03 15:00:00,26.46452965,2324.902268,4407,4354
2006-Jul-03 16:00:00,35.30388299,2165.926356,4408,4353
2006-Jul-03 17:00:00,20.86909202,1802.562002,4409,4352
2006-Jul-03 18:00:00,16.84839439,1561.810617,4410,4351
2006-Jul-03 19:00:00,12.02422914,1525.663516,4411,4350
2006-Jul-03 20:00:00,13.63284182,1452.963507,4412,4349
2006-Jul-03 21:00:00,6.414710742,1428.097012,4413,4348
2006-Jul-03 22:00:00,4.005022864,1043.224594,4414,4347
2006-Jul-03 23:00:00,4.006140821,511.3958906,4415,4346
2006-Jul-04 00:00:00,0,1109.609429,4416,4345
2006-Jul-04 01:00:00,0,511.1995757,4417,4344
2006-Jul-04 02:00:00,1.79E-05,1093.746227,4418,4343
2006-Jul-04 03:00:00,0,510.1490798,4419,4342
2006-Jul-04 04:00:00,0,1087.492604,4420,4341
