Datetime,Heating Demand (W),Cooling Demand (W),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Jun-28 01:00:00,5000,-888962.5791,4273,4488
2006-Jun-28 02:00:00,5000,-982588.8503,4274,4487
2006-Jun-28 03:00:00,5000,-868421.4227,4275,4486
2006-Jun-28 04:00:00,5000,-950581.0632,4276,4485
2006-Jun-28 05:00:00,5000,-844700.7861,4277,4484
2006-Jun-28 06:00:00,8885.6374,-1026861.166,4278,4483
2006-Jun-28 07:00:00,15540.32453,-1383461.848,4279,4482
2006-Jun-28 08:00:00,24461.80677,-1950993.514,4280,4481
2006-Jun-28 09:00:00,26110.82907,-2151245.758,4281,4480
2006-Jun-28 10:00:00,26704.34837,-2248549.418,4282,4479
2006-Jun-28 11:00:00,31130.94697,-2266470.624,4283,4478
2006-Jun-28 12:00:00,36689.73538,-2098529.161,4284,4477
2006-Jun-28 13:00:00,35002.14698,-2217540.927,4285,4476
2006-Jun-28 14:00:00,23905.40702,-2326279.079,4286,4475
2006-Jun-28 15:00:00,23357.61365,-2369313.083,4287,4474
2006-Jun-28 16:00:00,29457.37549,-2372006.686,4288,4473
2006-Jun-28 17:00:00,19435.48769,-1857935.331,4289,4472
2006-Jun-28 18:00:00,16666.32603,-1603976.331,4290,4471
2006-Jun-28 19:00:00,13330.13996,-1548697.267,4291,4470
2006-Jun-28 20:00:00,14450.62757,-1439665.117,4292,4469
2006-Jun-28 21:00:00,9435.992748,-1351133.413,4293,4468
2006-Jun-28 22:00:00,7781.500099,-1001136.55,4294,4467
2006-Jun-28 23:00:00,7777.474225,-900145.7556,4295,4466
2006-Jun-29 00:00:00,5000,-986357.3474,4296,4465
2006-Jun-29 01:00:00,5000,-878632.1508,4297,4464
2006-Jun-29 02:00:00,5000,-967106.6928,4298,4463
2006-Jun-29 03:00:00,5000,-860638.7657,4299,4462
2006-Jun-29 04:00:00,5000,-942133.4492,4300,4461
2006-Jun-29 05:00:00,5000,-854972.3604,4301,4460
2006-Jun-29 06:00:00,8863.514307,-1039619.361,4302,4459
2006-Jun-29 07:00:00,15549.11422,-1362991.882,4303,4458
2006-Jun-29 08:00:00,24428.99631,-1938643.378,4304,4457
2006-Jun-29 09:00:00,26075.63063,-2120470.476,4305,4456
2006-Jun-29 10:00:00,26645.09849,-2179302.63,4306,4455
2006-Jun-29 11:00:00,31098.86411,-2196178.927,4307,4454
2006-Jun-29 12:00:00,36630.40442,-2040380.736,4308,4453
2006-Jun-29 13:00:00,34987.8681,-2161705.457,4309,4452
2006-Jun-29 14:00:00,23880.03024,-2273567.026,4310,4451
2006-Jun-29 15:00:00,23314.30721,-2347095.528,4311,4450
2006-Jun-29 16:00:00,29410.5028,-2361170.471,4312,4449
2006-Jun-29 17:00:00,19417.2713,-1971294.737,4313,4448
2006-Jun-29 18:00:00,16648.02794,-1761260.356,4314,4447
2006-Jun-29 19:00:00,13319.90157,-1642938.002,4315,4446
2006-Jun-29 20:00:00,14443.28372,-1475277.229,4316,4445
2006-Jun-29 21:00:00,9421.231695,-1400481.538,4317,4444
2006-Jun-29 22:00:00,7779.406357,-1024619.055,4318,4443
2006-Jun-29 23:00:00,7775.917877,-930532.5882,4319,4442
2006-Jun-30 00:00:00,5000,-1026071.368,4320,4441
2006-Jun-30 01:00:00,5000,-911159.2645,4321,4440
2006-Jun-30 02:00:00,5000,-1004075.338,4322,4439
2006-Jun-30 03:00:00,5000,-880920.0452,4323,4438
2006-Jun-30 04:00:00,5000,-960908.0693,4324,4437
2006-Jun-30 05:00:00,5000,-855399.0435,4325,4436
2006-Jun-30 06:00:00,8864.187995,-1031573.055,4326,4435
2006-Jun-30 07:00:00,15529.50492,-1372842.704,4327,4434
2006-Jun-30 08:00:00,24394.20421,-1959968.535,4328,4433
2006-Jun-30 09:00:00,26058.49173,-2139604.863,4329,4432
2006-Jun-30 10:00:00,26587.99673,-2253764.277,4330,4431
2006-Jun-30 11:00:00,31052.62559,-2239950.76,4331,4430
2006-Jun-30 12:00:00,36603.01965,-2054151.134,4332,4429
2006-Jun-30 13:00:00,34960.4389,-2174527.891,4333,4428
2006-Jun-30 14:00:00,23839.37455,-2271674.288,4334,4427
2006-Jun-30 15:00:00,23261.84272,-2391294.359,4335,4426
2006-Jun-30 16:00:00,29390.11239,-2416572.96,4336,4425
2006-Jun-30 17:00:00,19417.2363,-1860694.326,4337,4424
2006-Jun-30 18:00:00,16629.97279,-1726820.23,4338,4423
2006-Jun-30 19:00:00,13301.10845,-1649516.079,4339,4422
2006-Jun-30 20:00:00,14403.09801,-1484019.59,4340,4421
2006-Jun-30 21:00:00,9433.202384,-1430529.95,4341,4420
2006-Jun-30 22:00:00,7760.543469,-1005383.282,4342,4419
2006-Jun-30 23:00:00,7777.275042,-903282.3923,4343,4418
2006-Jul-01 00:00:00,5000,-985286.3457,4344,4417
2006-Jul-01 01:00:00,5000,-862747.3685,4345,4416
2006-Jul-01 02:00:00,5000,-932288.5676,4346,4415
2006-Jul-01 03:00:00,5000,-842193.5797,4347,4414
2006-Jul-01 04:00:00,5000,-894639.4698,4348,4413
2006-Jul-01 05:00:00,5000,-588763.7118,4349,4412
2006-Jul-01 06:00:00,8883.405147,-1075482.308,4350,4411
2006-Jul-01 07:00:00,11066.2044,-1395986.173,4351,4410
2006-Jul-01 08:00:00,13290.29384,-1650403.646,4352,4409
2006-Jul-01 09:00:00,16613.24358,-1748787.412,4353,4408
2006-Jul-01 10:00:00,15518.31781,-1779925.795,4354,4407
2006-Jul-01 11:00:00,17709.73289,-1829060.578,4355,4406
2006-Jul-01 12:00:00,16067.36645,-1732060.955,4356,4405
2006-Jul-01 13:00:00,15507.37839,-1679449.882,4357,4404
2006-Jul-01 14:00:00,13290.47624,-1704049.489,4358,4403
2006-Jul-01 15:00:00,12167.38869,-1759739.923,4359,4402
2006-Jul-01 16:00:00,12747.79219,-1782077.436,4360,4401
2006-Jul-01 17:00:00,8874.643042,-1752987.044,4361,4400
2006-Jul-01 18:00:00,8852.249533,-1160624.717,4362,4399
2006-Jul-01 19:00:00,8888.468473,-1002383.411,4363,4398
2006-Jul-01 20:00:00,8855.622495,-1065413.476,4364,4397
2006-Jul-01 21:00:00,9971.887063,-911732.7761,4365,4396
2006-Jul-01 22:00:00,7773.646274,-999305.0472,4366,4395
2006-Jul-01 23:00:00,7769.659455,-881431.2951,4367,4394
2006-Jul-02 00:00:00,5000,-967139.7161,4368,4393
2006-Jul-02 01:00:00,5000,-874765.4073,4369,4392
2006-Jul-02 02:00:00,5000,-888322.448,4370,4391
2006-Jul-02 03:00:00,5000,-861811.3966,4371,4390
2006-Jul-02 04:00:00,5000,-859346.6169,4372,4389
2006-Jul-02 05:00:00,5000,-762157.3003,4373,4388
2006-Jul-02 06:00:00,8864.742387,-839681.2338,4374,4387
2006-Jul-02 07:00:00,7211.166395,-872640.7445,4375,4386
2006-Jul-02 08:00:00,7210.690876,-945275.0446,4376,4385
2006-Jul-02 09:00:00,7208.591723,-1098608.81,4377,4384
2006-Jul-02 10:00:00,7210.110587,-1042680.617,4378,4383
2006-Jul-02 11:00:00,8295.703262,-1220463.789,4379,4382
2006-Jul-02 12:00:00,8327.354233,-1059288.31,4380,4381
2006-Jul-02 13:00:00,9964.674146,-1140955.596,4381,4380
2006-Jul-02 14:00:00,8318.920446,-1079512.153,4382,4379
2006-Jul-02 15:00:00,7209.434225,-1251199.321,4383,4378
2006-Jul-02 16:00:00,7209.252106,-1172906.398,4384,4377
2006-Jul-02 17:00:00,7208.653995,-1195196.569,4385,4376
2006-Jul-02 18:00:00,7207.987605,-965494.813,4386,4375
2006-Jul-02 19:00:00,7208.037029,-1009970.161,4387,4374
2006-Jul-02 20:00:00,7207.879639,-882783.3336,4388,4373
2006-Jul-02 21:00:00,8860.775502,-954864.8282,4389,4372
2006-Jul-02 22:00:00,7211.59111,-866767.8373,4390,4371
2006-Jul-02 23:00:00,7208.806197,-941461.4281,4391,4370
2006-Jul-03 00:00:00,5000,-858121.0733,4392,4369
2006-Jul-03 01:00:00,5000,-918815.5158,4393,4368
2006-Jul-03 02:00:00,5000,-853606.4168,4394,4367
2006-Jul-03 03:00:00,5000,-895636.077,4395,4366
2006-Jul-03 04:00:00,5000,-937930.2481,4396,4365
2006-Jul-03 05:00:00,5000,-810169.2092,4397,4364
2006-Jul-03 06:00:00,8851.234504,-1030652.488,4398,4363
2006-Jul-03 07:00:00,15476.29532,-1378331.442,4399,4362
2006-Jul-03 08:00:00,24321.98742,-1917098.942,4400,4361
2006-Jul-03 09:00:00,25952.63498,-2102117.021,4401,4360
2006-Jul-03 10:00:00,26534.42945,-2234244.174,4402,4359
2006-Jul-03 11:00:00,30948.19546,-2198481.82,4403,4358
2006-Jul-03 12:00:00,36449.80902,-2100353.895,4404,4357
2006-Jul-03 13:00:00,34820.19012,-2201326.051,4405,4356
2006-Jul-03 14:00:00,23773.13724,-2297270.971,4406,4355
2006-Jul-03 15:00:00,23205.1737,-2379384.524,4407,4354
2006-Jul-03 16:00:00,29266.98135,-2262677.922,4408,4353
2006-Jul-03 17:00:00,19350.1716,-1780153.914,4409,4352
2006-Jul-03 18:00:00,16582.35949,-1557635.253,4410,4351
2006-Jul-03 19:00:00,13267.01405,-1509920.511,4411,4350
2006-Jul-03 20:00:00,14377.72075,-1450042.821,4412,4349
2006-Jul-03 21:00:00,9401.332248,-1423755.436,4413,4348
2006-Jul-03 22:00:00,7758.971471,-997008.9499,4414,4347
2006-Jul-03 23:00:00,7762.741111,-902874.0876,4415,4346
2006-Jul-04 00:00:00,5000,-980789.5071,4416,4345
2006-Jul-04 01:00:00,5000,-867250.1769,4417,4344
2006-Jul-04 02:00:00,5000,-956161.9755,4418,4343
2006-Jul-04 03:00:00,5000,-861884.7981,4419,4342
2006-Jul-04 04:00:00,5000,-935571.0139,4420,4341
2006-Jul-04 05:00:00,5000,-855515.2707,4421,4340
2006-Jul-04 06:00:00,8858.528259,-1043727.024,4422,4339
2006-Jul-04 07:00:00,15461.84795,-1353433.834,4423,4338
2006-Jul-04 08:00:00,24277.17563,-1817007.148,4424,4337
2006-Jul-04 09:00:00,25955.53275,-2012709.885,4425,4336
2006-Jul-04 10:00:00,26488.38419,-2222790.453,4426,4335
2006-Jul-04 11:00:00,30902.31269,-2299606.98,4427,4334
2006-Jul-04 12:00:00,36439.05981,-2193294.111,4428,4333
2006-Jul-04 13:00:00,34757.07647,-2344580.724,4429,4332
2006-Jul-04 14:00:00,23727.0314,-2371307.898,4430,4331
2006-Jul-04 15:00:00,23209.76076,-2381115.668,4431,4330
2006-Jul-04 16:00:00,29253.12576,-2420319.121,4432,4329
2006-Jul-04 17:00:00,19312.11166,-2031076.549,4433,4328
2006-Jul-04 18:00:00,16565.2413,-1766644.997,4434,4327
2006-Jul-04 19:00:00,13259.14469,-1539941.31,4435,4326
2006-Jul-04 20:00:00,14372.69989,-1381506.262,4436,4325
2006-Jul-04 21:00:00,9393.752862,-1333969.437,4437,4324
2006-Jul-04 22:00:00,7758.995984,-1017638.336,4438,4323
2006-Jul-04 23:00:00,7756.083261,-926394.0234,4439,4322
2006-Jul-05 00:00:00,5000,-1013541.868,4440,4321
2006-Jul-05 01:00:00,5000,-899205.0352,4441,4320
2006-Jul-05 02:00:00,5000,-992869.4159,4442,4319
2006-Jul-05 03:00:00,5000,-882100.6909,4443,4318
2006-Jul-05 04:00:00,5000,-965390.7325,4444,4317
2006-Jul-05 05:00:00,5000,-584040.3722,4445,4316
2006-Jul-05 06:00:00,8833.450726,-1122293.981,4446,4315
2006-Jul-05 07:00:00,15461.63503,-1386040.732,4447,4314
2006-Jul-05 08:00:00,24264.80341,-1969733.01,4448,4313
2006-Jul-05 09:00:00,25918.30235,-2165058.987,4449,4312
2006-Jul-05 10:00:00,26445.68516,-2247799.381,4450,4311
2006-Jul-05 11:00:00,30873.11115,-2273492.663,4451,4310
2006-Jul-05 12:00:00,36405.5488,-2132330.376,4452,4309
2006-Jul-05 13:00:00,34743.83491,-2280634.992,4453,4308
2006-Jul-05 14:00:00,23702.70025,-2371046.851,4454,4307
2006-Jul-05 15:00:00,23163.93403,-2415229.222,4455,4306
2006-Jul-05 16:00:00,29235.83107,-2486296.403,4456,4305
2006-Jul-05 17:00:00,19304.17649,-2027213.579,4457,4304
2006-Jul-05 18:00:00,16552.13403,-1818614.583,4458,4303
2006-Jul-05 19:00:00,13245.58355,-1673135.189,4459,4302
2006-Jul-05 20:00:00,14350.33774,-1507454.13,4460,4301
2006-Jul-05 21:00:00,9399.034667,-1477654.789,4461,4300
2006-Jul-05 22:00:00,7750.759637,-1029783.441,4462,4299
2006-Jul-05 23:00:00,7747.323193,-941502.8853,4463,4298
2006-Jul-06 00:00:00,5000,-1033721.636,4464,4297
2006-Jul-06 01:00:00,5000,-904760.6267,4465,4296
2006-Jul-06 02:00:00,5000,-983397.6796,4466,4295
2006-Jul-06 03:00:00,5000,-865900.7851,4467,4294
2006-Jul-06 04:00:00,5000,-944315.4216,4468,4293
2006-Jul-06 05:00:00,5000,-846903.9677,4469,4292
2006-Jul-06 06:00:00,8833.494102,-1030251.108,4470,4291
2006-Jul-06 07:00:00,15445.70499,-1413745.343,4471,4290
2006-Jul-06 08:00:00,24249.34895,-1982445.277,4472,4289
2006-Jul-06 09:00:00,25879.87198,-2183653.279,4473,4288
2006-Jul-06 10:00:00,26436.26611,-2360937.502,4474,4287
2006-Jul-06 11:00:00,30853.03627,-2394199.976,4475,4286
2006-Jul-06 12:00:00,36334.87492,-2257420.865,4476,4285
2006-Jul-06 13:00:00,34724.03814,-2401506.968,4477,4284
2006-Jul-06 14:00:00,23696.17886,-2484139.852,4478,4283
2006-Jul-06 15:00:00,23120.86463,-2375176.25,4479,4282
2006-Jul-06 16:00:00,29187.6683,-2399830.815,4480,4281
2006-Jul-06 17:00:00,19305.35095,-1938349.5,4481,4280
2006-Jul-06 18:00:00,16539.18805,-1714113.742,4482,4279
2006-Jul-06 19:00:00,13236.83264,-1552065.416,4483,4278
2006-Jul-06 20:00:00,14321.27934,-1425440.228,4484,4277
2006-Jul-06 21:00:00,9403.232916,-1405256.767,4485,4276
2006-Jul-06 22:00:00,7735.44747,-1016773.031,4486,4275
2006-Jul-06 23:00:00,7745.451565,-925769.6339,4487,4274
2006-Jul-07 00:00:00,5000,-1014234.158,4488,4273
2006-Jul-07 01:00:00,5000,-893795.5229,4489,4272
2006-Jul-07 02:00:00,5000,-974604.748,4490,4271
2006-Jul-07 03:00:00,5000,-864764.616,4491,4270
2006-Jul-07 04:00:00,5000,-959320.0167,4492,4269
2006-Jul-07 05:00:00,5000,-859884.4963,4493,4268
2006-Jul-07 06:00:00,8864.427916,-1041444.931,4494,4267
2006-Jul-07 07:00:00,15414.08164,-1385250.119,4495,4266
2006-Jul-07 08:00:00,24205.3535,-1876487.884,4496,4265
2006-Jul-07 09:00:00,25882.9508,-2073673.391,4497,4264
2006-Jul-07 10:00:00,26432.01095,-2123745.128,4498,4263
2006-Jul-07 11:00:00,30815.28758,-2202513.49,4499,4262
2006-Jul-07 12:00:00,36309.10576,-2113078.882,4500,4261
2006-Jul-07 13:00:00,34641.79924,-2272020.055,4501,4260
2006-Jul-07 14:00:00,23685.30547,-2330144.013,4502,4259
2006-Jul-07 15:00:00,23128.78939,-2411547.302,4503,4258
2006-Jul-07 16:00:00,29152.21637,-2372769.527,4504,4257
2006-Jul-07 17:00:00,19269.58617,-1916061.213,4505,4256
2006-Jul-07 18:00:00,16527.48422,-1619167.247,4506,4255
2006-Jul-07 19:00:00,13229.03402,-1551330.456,4507,4254
2006-Jul-07 20:00:00,14336.47495,-1446870.424,4508,4253
2006-Jul-07 21:00:00,9376.07664,-1413102.03,4509,4252
2006-Jul-07 22:00:00,7747.420198,-1018274.729,4510,4251
2006-Jul-07 23:00:00,7748.7176,-928538.8731,4511,4250
2006-Jul-08 00:00:00,5000,-1029260.202,4512,4249
2006-Jul-08 01:00:00,5000,-907753.6197,4513,4248
2006-Jul-08 02:00:00,5000,-1002111.054,4514,4247
2006-Jul-08 03:00:00,5000,-881419.3933,4515,4246
2006-Jul-08 04:00:00,5000,-924503.0339,4516,4245
2006-Jul-08 05:00:00,5000,-854396.1487,4517,4244
2006-Jul-08 06:00:00,8840.274712,-1055890.76,4518,4243
2006-Jul-08 07:00:00,11009.28024,-1249940.781,4519,4242
2006-Jul-08 08:00:00,13223.47215,-1367296.306,4520,4241
2006-Jul-08 09:00:00,16515.37586,-1476816.395,4521,4240
2006-Jul-08 10:00:00,15429.11054,-1631560.599,4522,4239
2006-Jul-08 11:00:00,17601.22306,-1727375.176,4523,4238
2006-Jul-08 12:00:00,15971.48282,-1602616.465,4524,4237
2006-Jul-08 13:00:00,15412.05156,-1561747.568,4525,4236
2006-Jul-08 14:00:00,13216.20516,-1555031.825,4526,4235
2006-Jul-08 15:00:00,12117.03566,-1600990.535,4527,4234
2006-Jul-08 16:00:00,12677.34431,-1626144.071,4528,4233
2006-Jul-08 17:00:00,8835.581297,-1468304.213,4529,4232
2006-Jul-08 18:00:00,8835.530592,-995798.2655,4530,4231
2006-Jul-08 19:00:00,8837.15483,-880952.1473,4531,4230
2006-Jul-08 20:00:00,8827.304499,-976332.514,4532,4229
2006-Jul-08 21:00:00,9937.58336,-859587.9998,4533,4228
2006-Jul-08 22:00:00,7731.237901,-949309.3223,4534,4227
2006-Jul-08 23:00:00,7736.97396,-866443.9169,4535,4226
2006-Jul-09 00:00:00,5000,-957933.1762,4536,4225
2006-Jul-09 01:00:00,5000,-839090.4915,4537,4224
2006-Jul-09 02:00:00,5000,-923590.6394,4538,4223
2006-Jul-09 03:00:00,5000,-847346.2722,4539,4222
2006-Jul-09 04:00:00,5000,-897365.3745,4540,4221
2006-Jul-09 05:00:00,5000,-854490.2091,4541,4220
2006-Jul-09 06:00:00,8856.304233,-777968.457,4542,4219
2006-Jul-09 07:00:00,7190.859242,-915092.1804,4543,4218
2006-Jul-09 08:00:00,7190.359431,-887714.1626,4544,4217
2006-Jul-09 09:00:00,7189.907709,-1111642.889,4545,4216
2006-Jul-09 10:00:00,7189.422431,-1094471.93,4546,4215
2006-Jul-09 11:00:00,8287.827697,-1294077.464,4547,4214
2006-Jul-09 12:00:00,8269.517854,-1171046.84,4548,4213
2006-Jul-09 13:00:00,9937.193198,-1334975.849,4549,4212
2006-Jul-09 14:00:00,8291.504751,-1222959.097,4550,4211
2006-Jul-09 15:00:00,7188.211474,-1399325.844,4551,4210
2006-Jul-09 16:00:00,7187.836333,-1228849.661,4552,4209
2006-Jul-09 17:00:00,7187.351073,-1360205.973,4553,4208
2006-Jul-09 18:00:00,7187.552378,-1151810.379,4554,4207
2006-Jul-09 19:00:00,7193.05909,-1134955.671,4555,4206
2006-Jul-09 20:00:00,7194.155328,-932759.755,4556,4205
2006-Jul-09 21:00:00,8844.792618,-964579.4777,4557,4204
2006-Jul-09 22:00:00,7189.993302,-885172.0142,4558,4203
2006-Jul-09 23:00:00,7189.129432,-953998.9561,4559,4202
2006-Jul-10 00:00:00,5000,-881893.0308,4560,4201
2006-Jul-10 01:00:00,5000,-945525.3642,4561,4200
2006-Jul-10 02:00:00,5000,-884691.8029,4562,4199
2006-Jul-10 03:00:00,5000,-928727.5917,4563,4198
2006-Jul-10 04:00:00,5000,-880819.9403,4564,4197
2006-Jul-10 05:00:00,5000,-937861.1708,4565,4196
2006-Jul-10 06:00:00,8830.403122,-1029764.044,4566,4195
2006-Jul-10 07:00:00,15394.92688,-1344242.185,4567,4194
2006-Jul-10 08:00:00,24148.24424,-1917882.973,4568,4193
2006-Jul-10 09:00:00,25814.67676,-2123284.372,4569,4192
2006-Jul-10 10:00:00,26348.69518,-2275917.846,4570,4191
2006-Jul-10 11:00:00,30732.83696,-2275092.323,4571,4190
2006-Jul-10 12:00:00,36223.90492,-2099547.392,4572,4189
2006-Jul-10 13:00:00,34547.33217,-2239649.05,4573,4188
2006-Jul-10 14:00:00,23620.4897,-2367037.934,4574,4187
2006-Jul-10 15:00:00,23079.42399,-2432180.145,4575,4186
2006-Jul-10 16:00:00,29079.51405,-2489988.021,4576,4185
2006-Jul-10 17:00:00,19219.8074,-2062671.574,4577,4184
2006-Jul-10 18:00:00,16492.76719,-1824026.88,4578,4183
2006-Jul-10 19:00:00,13204.86511,-1662619.629,4579,4182
2006-Jul-10 20:00:00,14308.88393,-1512428.597,4580,4181
2006-Jul-10 21:00:00,9362.031161,-1464296.246,4581,4180
2006-Jul-10 22:00:00,7738.754634,-1032158.012,4582,4179
2006-Jul-10 23:00:00,7742.076987,-936392.5111,4583,4178
2006-Jul-11 00:00:00,5000,-1053895.716,4584,4177
2006-Jul-11 01:00:00,5000,-941786.088,4585,4176
2006-Jul-11 02:00:00,5000,-1040131.404,4586,4175
2006-Jul-11 03:00:00,5000,-905984.5298,4587,4174
2006-Jul-11 04:00:00,5000,-999008.7529,4588,4173
2006-Jul-11 05:00:00,5000,-892672.3561,4589,4172
2006-Jul-11 06:00:00,8829.525053,-1098062.032,4590,4171
2006-Jul-11 07:00:00,15380.20018,-1483298.249,4591,4170
2006-Jul-11 08:00:00,24126.35379,-2054057.319,4592,4169
2006-Jul-11 09:00:00,25798.55939,-2225619.267,4593,4168
2006-Jul-11 10:00:00,26334.88426,-2355255.081,4594,4167
2006-Jul-11 11:00:00,30710.15939,-2358070.924,4595,4166
2006-Jul-11 12:00:00,36188.90696,-2236818.523,4596,4165
2006-Jul-11 13:00:00,34519.01793,-2282037.358,4597,4164
2006-Jul-11 14:00:00,23608.97285,-2372678.651,4598,4163
2006-Jul-11 15:00:00,23057.03313,-2457920.662,4599,4162
2006-Jul-11 16:00:00,29053.19466,-2535301.828,4600,4161
2006-Jul-11 17:00:00,19216.07721,-2038930.076,4601,4160
2006-Jul-11 18:00:00,16481.49896,-1782451.679,4602,4159
2006-Jul-11 19:00:00,13194.60019,-1588183.483,4603,4158
2006-Jul-11 20:00:00,14290.34052,-1439235.816,4604,4157
2006-Jul-11 21:00:00,9370.717436,-1406593.161,4605,4156
2006-Jul-11 22:00:00,7726.399848,-1030115.168,4606,4155
2006-Jul-11 23:00:00,7740.974972,-938020.0401,4607,4154
2006-Jul-12 00:00:00,5000,-1044164.101,4608,4153
2006-Jul-12 01:00:00,5000,-932525.9101,4609,4152
2006-Jul-12 02:00:00,5000,-1010994.612,4610,4151
2006-Jul-12 03:00:00,5000,-884197.4065,4611,4150
2006-Jul-12 04:00:00,5000,-955897.7432,4612,4149
2006-Jul-12 05:00:00,5000,-581891.8742,4613,4148
2006-Jul-12 06:00:00,8835.90097,-1113033.95,4614,4147
2006-Jul-12 07:00:00,15364.09919,-1402005.071,4615,4146
2006-Jul-12 08:00:00,24107.46041,-2042910.621,4616,4145
2006-Jul-12 09:00:00,25781.277,-2268468.486,4617,4144
2006-Jul-12 10:00:00,26325.75736,-2315419.285,4618,4143
2006-Jul-12 11:00:00,30689.22815,-2376750.307,4619,4142
2006-Jul-12 12:00:00,36152.69122,-2205648.364,4620,4141
2006-Jul-12 13:00:00,34501.34173,-2326423.318,4621,4140
2006-Jul-12 14:00:00,23596.48324,-2407459.95,4622,4139
2006-Jul-12 15:00:00,23033.14542,-2539650.759,4623,4138
2006-Jul-12 16:00:00,29027.72066,-2533478.536,4624,4137
2006-Jul-12 17:00:00,19213.6346,-2131538.541,4625,4136
2006-Jul-12 18:00:00,16471.0801,-1912588.953,4626,4135
2006-Jul-12 19:00:00,13186.76534,-1742767.065,4627,4134
2006-Jul-12 20:00:00,14270.17191,-1529324.763,4628,4133
2006-Jul-12 21:00:00,9374.91597,-1448563.921,4629,4132
2006-Jul-12 22:00:00,7720.960669,-1030185.651,4630,4131
2006-Jul-12 23:00:00,7730.166084,-934841.468,4631,4130
2006-Jul-13 00:00:00,5000,-1025352.519,4632,4129
2006-Jul-13 01:00:00,5000,-919046.756,4633,4128
2006-Jul-13 02:00:00,5000,-995857.2847,4634,4127
2006-Jul-13 03:00:00,5000,-872584.4612,4635,4126
2006-Jul-13 04:00:00,5000,-950490.8157,4636,4125
2006-Jul-13 05:00:00,5000,-580424.3514,4637,4124
2006-Jul-13 06:00:00,8841.871396,-1105809.888,4638,4123
2006-Jul-13 07:00:00,15351.79389,-1397521.451,4639,4122
2006-Jul-13 08:00:00,24097.35616,-2013138.441,4640,4121
2006-Jul-13 09:00:00,25756.50761,-2223945.894,4641,4120
2006-Jul-13 10:00:00,26315.1601,-2265684.849,4642,4119
2006-Jul-13 11:00:00,30669.17008,-2339622.933,4643,4118
2006-Jul-13 12:00:00,36121.17273,-2172630.757,4644,4117
2006-Jul-13 13:00:00,34490.57902,-2306461.278,4645,4116
2006-Jul-13 14:00:00,23580.31841,-2406627.321,4646,4115
2006-Jul-13 15:00:00,23012.25333,-2379638.952,4647,4114
2006-Jul-13 16:00:00,29008.06366,-2460712.997,4648,4113
2006-Jul-13 17:00:00,19205.86867,-2073531.41,4649,4112
2006-Jul-13 18:00:00,16461.50109,-1796829.641,4650,4111
2006-Jul-13 19:00:00,13180.60593,-1718931.273,4651,4110
2006-Jul-13 20:00:00,14256.68034,-1585048.709,4652,4109
2006-Jul-13 21:00:00,9374.013614,-1512092.502,4653,4108
2006-Jul-13 22:00:00,7716.502587,-1043218.75,4654,4107
2006-Jul-13 23:00:00,7723.191011,-940564.9271,4655,4106
2006-Jul-14 00:00:00,5000,-1046869.407,4656,4105
2006-Jul-14 01:00:00,5000,-933168.3952,4657,4104
2006-Jul-14 02:00:00,5000,-1017240.627,4658,4103
2006-Jul-14 03:00:00,5000,-893422.8723,4659,4102
2006-Jul-14 04:00:00,5000,-986233.5695,4660,4101
2006-Jul-14 05:00:00,5000,-888234.2008,4661,4100
2006-Jul-14 06:00:00,8831.141399,-1090660.68,4662,4099
2006-Jul-14 07:00:00,15339.35626,-1471488.286,4663,4098
2006-Jul-14 08:00:00,24099.90085,-2067299.28,4664,4097
2006-Jul-14 09:00:00,25724.48149,-2242917.225,4665,4096
2006-Jul-14 10:00:00,26301.91652,-2321407.836,4666,4095
2006-Jul-14 11:00:00,30650.68007,-2322846.917,4667,4094
2006-Jul-14 12:00:00,36091.02552,-2152518.459,4668,4093
2006-Jul-14 13:00:00,34488.80947,-2320497.151,4669,4092
2006-Jul-14 14:00:00,23558.52474,-2373516.922,4670,4091
2006-Jul-14 15:00:00,22984.6326,-2446898.043,4671,4090
2006-Jul-14 16:00:00,29002.33828,-2480553.858,4672,4089
2006-Jul-14 17:00:00,19198.10571,-2017778.815,4673,4088
2006-Jul-14 18:00:00,16451.48388,-1842886.645,4674,4087
2006-Jul-14 19:00:00,13176.19716,-1754288.258,4675,4086
2006-Jul-14 20:00:00,14251.52189,-1591288.044,4676,4085
2006-Jul-14 21:00:00,9368.531446,-1514421.501,4677,4084
2006-Jul-14 22:00:00,7718.343702,-1050555.142,4678,4083
2006-Jul-14 23:00:00,7717.583851,-942750.9886,4679,4082
2006-Jul-15 00:00:00,5000,-1040642.022,4680,4081
2006-Jul-15 01:00:00,5000,-909494.0648,4681,4080
2006-Jul-15 02:00:00,5000,-990872.5164,4682,4079
2006-Jul-15 03:00:00,5000,-875323.8148,4683,4078
2006-Jul-15 04:00:00,5000,-952770.4057,4684,4077
2006-Jul-15 05:00:00,5000,-573498.8275,4685,4076
2006-Jul-15 06:00:00,8820.841754,-1116279.478,4686,4075
2006-Jul-15 07:00:00,10987.51961,-1420081.093,4687,4074
2006-Jul-15 08:00:00,13169.6695,-1671676.807,4688,4073
2006-Jul-15 09:00:00,16442.74772,-1763984.855,4689,4072
2006-Jul-15 10:00:00,15339.59352,-1793312.726,4690,4071
2006-Jul-15 11:00:00,17543.70761,-1763267.283,4691,4070
2006-Jul-15 12:00:00,15888.23985,-1645904.672,4692,4069
