Datetime,Heating Demand (W),Cooling Demand (W),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Aug-07 07:00:00,153314.3098,-12405333.4,5239,3522
2006-Aug-07 08:00:00,240552.0419,-15169706.98,5240,3521
2006-Aug-07 09:00:00,257130.4013,-16539636.88,5241,3520
2006-Aug-07 10:00:00,262699.7598,-17747065.75,5242,3519
2006-Aug-07 11:00:00,306149.5236,-18563267.34,5243,3518
2006-Aug-07 12:00:00,360536.9995,-17894018.21,5244,3517
2006-Aug-07 13:00:00,344339.8188,-20767312.29,5245,3516
2006-Aug-07 14:00:00,235393.0749,-21755072.19,5246,3515
2006-Aug-07 15:00:00,229689.547,-21854475.12,5247,3514
2006-Aug-07 16:00:00,289604.3737,-22038837.01,5248,3513
2006-Aug-07 17:00:00,191785.5011,-17254201.42,5249,3512
2006-Aug-07 18:00:00,164368.9308,-14860091.43,5250,3511
2006-Aug-07 19:00:00,131645.0324,-13978935.74,5251,3510
2006-Aug-07 20:00:00,142373.0078,-13268121.19,5252,3509
2006-Aug-07 21:00:00,93644.22042,-13167977.63,5253,3508
2006-Aug-07 22:00:00,77124.73807,-9794475.484,5254,3507
2006-Aug-07 23:00:00,77117.96769,-8718604.558,5255,3506
2006-Aug-08 00:00:00,50000,-9460434.672,5256,3505
2006-Aug-08 01:00:00,50000,-8493951.377,5257,3504
2006-Aug-08 02:00:00,50000,-9334022.595,5258,3503
2006-Aug-08 03:00:00,50000,-8386611.808,5259,3502
2006-Aug-08 04:00:00,50000,-9182121.452,5260,3501
2006-Aug-08 05:00:00,50000,-5684133.84,5261,3500
2006-Aug-08 06:00:00,88228.32598,-10822284.82,5262,3499
2006-Aug-08 07:00:00,153334.9216,-13431952.67,5263,3498
2006-Aug-08 08:00:00,240943.1069,-19244074.59,5264,3497
2006-Aug-08 09:00:00,257047.8456,-21090672.87,5265,3496
2006-Aug-08 10:00:00,262820.1941,-22193612.06,5266,3495
2006-Aug-08 11:00:00,306335.4012,-23888250.71,5267,3494
2006-Aug-08 12:00:00,360699.6814,-22048892.6,5268,3493
2006-Aug-08 13:00:00,344765.3064,-23236475.33,5269,3492
2006-Aug-08 14:00:00,235410.4413,-24391451.08,5270,3491
2006-Aug-08 15:00:00,229654.1541,-25074431.55,5271,3490
2006-Aug-08 16:00:00,290038.5976,-25225179.87,5272,3489
2006-Aug-08 17:00:00,191847.9125,-20998969.89,5273,3488
2006-Aug-08 18:00:00,164423.739,-18901998.26,5274,3487
2006-Aug-08 19:00:00,131730.4186,-17323041.83,5275,3486
2006-Aug-08 20:00:00,142519.9167,-15310991.5,5276,3485
2006-Aug-08 21:00:00,93641.81561,-14335902.09,5277,3484
2006-Aug-08 22:00:00,77174.79519,-10154570.18,5278,3483
2006-Aug-08 23:00:00,77182.59797,-9287912.551,5279,3482
2006-Aug-09 00:00:00,50000,-10247513.01,5280,3481
2006-Aug-09 01:00:00,50000,-9140691.793,5281,3480
2006-Aug-09 02:00:00,50000,-10066973.36,5282,3479
2006-Aug-09 03:00:00,50000,-8849632.793,5283,3478
2006-Aug-09 04:00:00,50000,-9618149.113,5284,3477
2006-Aug-09 05:00:00,50000,-8576843.586,5285,3476
2006-Aug-09 06:00:00,88156.44897,-10397183.42,5286,3475
2006-Aug-09 07:00:00,153514.1804,-13931841.73,5287,3474
2006-Aug-09 08:00:00,241072.2654,-20214652.68,5288,3473
2006-Aug-09 09:00:00,257214.3647,-22777705.31,5289,3472
2006-Aug-09 10:00:00,262744.5456,-23614774.15,5290,3471
2006-Aug-09 11:00:00,306541.5773,-24268553.56,5291,3470
2006-Aug-09 12:00:00,361009.4825,-22962179.93,5292,3469
2006-Aug-09 13:00:00,345021.5233,-23900376.26,5293,3468
2006-Aug-09 14:00:00,235474.5159,-24728828.11,5294,3467
2006-Aug-09 15:00:00,229806.8041,-25624968.36,5295,3466
2006-Aug-09 16:00:00,290328.7323,-25119018.2,5296,3465
2006-Aug-09 17:00:00,191850.4757,-18659935.03,5297,3464
2006-Aug-09 18:00:00,164495.6935,-16669521.76,5298,3463
2006-Aug-09 19:00:00,131744.1003,-16483552.13,5299,3462
2006-Aug-09 20:00:00,142668.1089,-15579506.87,5300,3461
2006-Aug-09 21:00:00,93612.93318,-15024963.69,5301,3460
2006-Aug-09 22:00:00,77264.9079,-10300701.13,5302,3459
2006-Aug-09 23:00:00,77234.50353,-9323319.521,5303,3458
2006-Aug-10 00:00:00,50000,-10081483.32,5304,3457
2006-Aug-10 01:00:00,50000,-8899423.002,5305,3456
2006-Aug-10 02:00:00,50000,-9730102.542,5306,3455
2006-Aug-10 03:00:00,50000,-8599522.669,5307,3454
2006-Aug-10 04:00:00,50000,-9281769.438,5308,3453
2006-Aug-10 05:00:00,50000,-8406433.439,5309,3452
2006-Aug-10 06:00:00,88063.33148,-10250539.2,5310,3451
2006-Aug-10 07:00:00,153781.4072,-13736828.41,5311,3450
2006-Aug-10 08:00:00,241177.7093,-20125888.26,5312,3449
2006-Aug-10 09:00:00,257424.2435,-22487018.08,5313,3448
2006-Aug-10 10:00:00,262760.3533,-23843278.69,5314,3447
2006-Aug-10 11:00:00,306715.5981,-24447951.67,5315,3446
2006-Aug-10 12:00:00,361440.3644,-22866612.62,5316,3445
2006-Aug-10 13:00:00,345174.7619,-24055741.76,5317,3444
2006-Aug-10 14:00:00,235537.5459,-25185214.35,5318,3443
2006-Aug-10 15:00:00,230145.3165,-25831381.02,5319,3442
2006-Aug-10 16:00:00,290428.8474,-24580303.1,5320,3441
2006-Aug-10 17:00:00,191865.4564,-19732138.49,5321,3440
2006-Aug-10 18:00:00,164582.4044,-17961098.77,5322,3439
2006-Aug-10 19:00:00,131780.9429,-16723925.26,5323,3438
2006-Aug-10 20:00:00,142800.1277,-15247186.26,5324,3437
2006-Aug-10 21:00:00,93572.07159,-14877986.08,5325,3436
2006-Aug-10 22:00:00,77322.59188,-10267329.08,5326,3435
2006-Aug-10 23:00:00,77282.6369,-9315549.266,5327,3434
2006-Aug-11 00:00:00,50000,-10191232.42,5328,3433
2006-Aug-11 01:00:00,50000,-8991900.336,5329,3432
2006-Aug-11 02:00:00,50000,-9748425.686,5330,3431
2006-Aug-11 03:00:00,50000,-8605252.137,5331,3430
2006-Aug-11 04:00:00,50000,-9369163.135,5332,3429
2006-Aug-11 05:00:00,50000,-5947896.97,5333,3428
2006-Aug-11 06:00:00,88026.13849,-11023306.36,5334,3427
2006-Aug-11 07:00:00,153938.2833,-14133734.59,5335,3426
2006-Aug-11 08:00:00,241298.4136,-20566315.33,5336,3425
2006-Aug-11 09:00:00,257653.4354,-22845571.93,5337,3424
2006-Aug-11 10:00:00,262920.4257,-23932435.81,5338,3423
2006-Aug-11 11:00:00,306879.7602,-24469721.96,5339,3422
2006-Aug-11 12:00:00,361832.8719,-23014094.56,5340,3421
2006-Aug-11 13:00:00,345192.901,-24307438.07,5341,3420
2006-Aug-11 14:00:00,235616.9477,-25028666.82,5342,3419
2006-Aug-11 15:00:00,230546.3003,-24890531.85,5343,3418
2006-Aug-11 16:00:00,290499.5456,-24968119.38,5344,3417
2006-Aug-11 17:00:00,191885.242,-20846935.94,5345,3416
2006-Aug-11 18:00:00,164657.1396,-19049868.46,5346,3415
2006-Aug-11 19:00:00,131914.4704,-17817290.97,5347,3414
2006-Aug-11 20:00:00,142976.6365,-15927140.02,5348,3413
2006-Aug-11 21:00:00,93497.95922,-15242493.2,5349,3412
2006-Aug-11 22:00:00,77372.6068,-10398245.05,5350,3411
2006-Aug-11 23:00:00,77348.76879,-9315217.402,5351,3410
2006-Aug-12 00:00:00,50000,-10346676.64,5352,3409
2006-Aug-12 01:00:00,50000,-9085214.603,5353,3408
2006-Aug-12 02:00:00,50000,-9852186.465,5354,3407
2006-Aug-12 03:00:00,50000,-8638403.686,5355,3406
2006-Aug-12 04:00:00,50000,-9333577.414,5356,3405
2006-Aug-12 05:00:00,50000,-8338956.616,5357,3404
2006-Aug-12 06:00:00,88259.37953,-10305295.48,5358,3403
2006-Aug-12 07:00:00,109952.9741,-13548716,5359,3402
2006-Aug-12 08:00:00,131980.4213,-16429472.66,5360,3401
2006-Aug-12 09:00:00,164798.7371,-17899911.24,5361,3400
2006-Aug-12 10:00:00,154020.6487,-18406233.79,5362,3399
2006-Aug-12 11:00:00,175634.5323,-18746162.97,5363,3398
2006-Aug-12 12:00:00,159405.2678,-17577117.3,5364,3397
2006-Aug-12 13:00:00,153825.5768,-17129393.89,5365,3396
2006-Aug-12 14:00:00,131918.7595,-17651601.94,5366,3395
2006-Aug-12 15:00:00,120960.4304,-18220352.46,5367,3394
2006-Aug-12 16:00:00,126550.6558,-17805690.15,5368,3393
2006-Aug-12 17:00:00,88236.91794,-17329664.54,5369,3392
2006-Aug-12 18:00:00,88255.48032,-12961840,5370,3391
2006-Aug-12 19:00:00,88256.03745,-10242475.82,5371,3390
2006-Aug-12 20:00:00,88194.48978,-10075189.61,5372,3389
2006-Aug-12 21:00:00,99196.58442,-8723581.741,5373,3388
2006-Aug-12 22:00:00,77240.19,-9554462.333,5374,3387
2006-Aug-12 23:00:00,77276.00853,-8682615.59,5375,3386
2006-Aug-13 00:00:00,50000,-9655315.553,5376,3385
2006-Aug-13 01:00:00,50000,-8706146.857,5377,3384
2006-Aug-13 02:00:00,50000,-9537692.229,5378,3383
2006-Aug-13 03:00:00,50000,-8561479.104,5379,3382
2006-Aug-13 04:00:00,50000,-9255771.565,5380,3381
2006-Aug-13 05:00:00,50000,-8351252.202,5381,3380
2006-Aug-13 06:00:00,88454.95471,-9225913.233,5382,3379
2006-Aug-13 07:00:00,71874.46083,-8702585.714,5383,3378
2006-Aug-13 08:00:00,71870.98679,-10631517.07,5384,3377
2006-Aug-13 09:00:00,71856.35061,-9711505.525,5385,3376
2006-Aug-13 10:00:00,71863.7331,-12455083.99,5386,3375
2006-Aug-13 11:00:00,82878.76758,-11950292,5387,3374
2006-Aug-13 12:00:00,82699.3707,-14412202.78,5388,3373
2006-Aug-13 13:00:00,99290.8409,-12295980.16,5389,3372
2006-Aug-13 14:00:00,82788.98874,-14897136.16,5390,3371
2006-Aug-13 15:00:00,71853.76477,-12316663.83,5391,3370
2006-Aug-13 16:00:00,71845.0357,-11524298.2,5392,3369
2006-Aug-13 17:00:00,71861.89694,-9530915.947,5393,3368
2006-Aug-13 18:00:00,71921.11822,-10220641.75,5394,3367
2006-Aug-13 19:00:00,71910.08706,-9052783.568,5395,3366
2006-Aug-13 20:00:00,71913.31325,-9838271.527,5396,3365
2006-Aug-13 21:00:00,88315.45116,-8730473.933,5397,3364
2006-Aug-13 22:00:00,71869.78605,-9492378.722,5398,3363
2006-Aug-13 23:00:00,71836.66206,-8485770.435,5399,3362
2006-Aug-14 00:00:00,50000,-8341986.421,5400,3361
2006-Aug-14 01:00:00,50000,-8682907.879,5401,3360
2006-Aug-14 02:00:00,50000,-8457177.415,5402,3359
2006-Aug-14 03:00:00,50000,-7956846.188,5403,3358
2006-Aug-14 04:00:00,50000,-8817855.284,5404,3357
2006-Aug-14 05:00:00,50000,-8003179.874,5405,3356
2006-Aug-14 06:00:00,88378.34462,-10210039.59,5406,3355
2006-Aug-14 07:00:00,153998.5107,-12639370.1,5407,3354
2006-Aug-14 08:00:00,241635.9385,-16857922.06,5408,3353
2006-Aug-14 09:00:00,258396.5161,-18690304.46,5409,3352
2006-Aug-14 10:00:00,263758.0828,-20118332.82,5410,3351
2006-Aug-14 11:00:00,307595.2769,-21865944.54,5411,3350
2006-Aug-14 12:00:00,362511.9728,-17707183.38,5412,3349
2006-Aug-14 13:00:00,345763.5159,-18094865.32,5413,3348
2006-Aug-14 14:00:00,236423.9859,-18645230.48,5414,3347
2006-Aug-14 15:00:00,230952.7638,-19466901.72,5415,3346
2006-Aug-14 16:00:00,291030.0513,-20085200.31,5416,3345
2006-Aug-14 17:00:00,192361.5676,-16615122.05,5417,3344
2006-Aug-14 18:00:00,165040.7749,-15021547.61,5418,3343
2006-Aug-14 19:00:00,132126.9363,-14184671.54,5419,3342
2006-Aug-14 20:00:00,143178.301,-13676023.89,5420,3341
2006-Aug-14 21:00:00,93666.21912,-13293095.44,5421,3340
2006-Aug-14 22:00:00,77423.73176,-9383502.416,5422,3339
2006-Aug-14 23:00:00,77459.25034,-8636984.345,5423,3338
2006-Aug-15 00:00:00,50000,-9429621.58,5424,3337
2006-Aug-15 01:00:00,50000,-8464797.451,5425,3336
2006-Aug-15 02:00:00,50000,-9227642.831,5426,3335
2006-Aug-15 03:00:00,50000,-8355259.536,5427,3334
2006-Aug-15 04:00:00,50000,-8940452.228,5428,3333
2006-Aug-15 05:00:00,50000,-5624598.407,5429,3332
2006-Aug-15 06:00:00,88410.86613,-10960991.76,5430,3331
2006-Aug-15 07:00:00,154122.4226,-12742053.95,5431,3330
2006-Aug-15 08:00:00,241847.5336,-16756500.28,5432,3329
2006-Aug-15 09:00:00,258604.9674,-20162924.48,5433,3328
2006-Aug-15 10:00:00,263958.2019,-21614131.93,5434,3327
2006-Aug-15 11:00:00,307855.7098,-21926013.19,5435,3326
2006-Aug-15 12:00:00,362861.2948,-20746459.3,5436,3325
2006-Aug-15 13:00:00,346078.7532,-22059068.31,5437,3324
2006-Aug-15 14:00:00,236584.9437,-22939724.92,5438,3323
2006-Aug-15 15:00:00,231169.8553,-23858215.11,5439,3322
2006-Aug-15 16:00:00,291304.7276,-23958522.81,5440,3321
2006-Aug-15 17:00:00,192459.2616,-19142849.74,5441,3320
2006-Aug-15 18:00:00,165153.8269,-17535795.02,5442,3319
2006-Aug-15 19:00:00,132231.757,-16310067.54,5443,3318
2006-Aug-15 20:00:00,143321.3792,-14955293.59,5444,3317
2006-Aug-15 21:00:00,93667.26874,-14326204.7,5445,3316
2006-Aug-15 22:00:00,77469.45585,-10056408.62,5446,3315
2006-Aug-15 23:00:00,77435.13451,-9048647.33,5447,3314
2006-Aug-16 00:00:00,50000,-9828911.354,5448,3313
2006-Aug-16 01:00:00,50000,-8699907.263,5449,3312
2006-Aug-16 02:00:00,50000,-9492423.456,5450,3311
2006-Aug-16 03:00:00,50000,-8447405.82,5451,3310
2006-Aug-16 04:00:00,50000,-9058104.165,5452,3309
2006-Aug-16 05:00:00,50000,-5597790.561,5453,3308
2006-Aug-16 06:00:00,88438.61416,-10810223.26,5454,3307
2006-Aug-16 07:00:00,154258.6019,-13049293.95,5455,3306
2006-Aug-16 08:00:00,242087.238,-19496080.62,5456,3305
2006-Aug-16 09:00:00,258806.1893,-22236539.33,5457,3304
2006-Aug-16 10:00:00,264140.8677,-23272001.31,5458,3303
2006-Aug-16 11:00:00,308123.7142,-23834083.74,5459,3302
2006-Aug-16 12:00:00,363250.5919,-22135196.28,5460,3301
2006-Aug-16 13:00:00,346446.6005,-23472386.19,5461,3300
2006-Aug-16 14:00:00,236717.3533,-24444496.55,5462,3299
2006-Aug-16 15:00:00,231415.3938,-24672192.34,5463,3298
2006-Aug-16 16:00:00,291605.9044,-24697551.57,5464,3297
2006-Aug-16 17:00:00,192576.6018,-19217834.81,5465,3296
2006-Aug-16 18:00:00,165261.5433,-16791724.63,5466,3295
2006-Aug-16 19:00:00,132330.7485,-15791043.1,5467,3294
2006-Aug-16 20:00:00,143438.1479,-14614452.57,5468,3293
2006-Aug-16 21:00:00,93714.95097,-13984272.2,5469,3292
2006-Aug-16 22:00:00,77511.20377,-10109749.53,5470,3291
2006-Aug-16 23:00:00,77463.7409,-9175541.633,5471,3290
2006-Aug-17 00:00:00,50000,-10039648.62,5472,3289
2006-Aug-17 01:00:00,50000,-8868611.411,5473,3288
2006-Aug-17 02:00:00,50000,-9641007.681,5474,3287
2006-Aug-17 03:00:00,50000,-8560907.542,5475,3286
2006-Aug-17 04:00:00,50000,-9191570.209,5476,3285
2006-Aug-17 05:00:00,50000,-5644515.644,5477,3284
2006-Aug-17 06:00:00,88447.54599,-10968193.82,5478,3283
2006-Aug-17 07:00:00,154397.412,-13658673.68,5479,3282
2006-Aug-17 08:00:00,242331.1046,-20040331.58,5480,3281
2006-Aug-17 09:00:00,259023.8126,-22717825.2,5481,3280
2006-Aug-17 10:00:00,264343.1199,-23894197.15,5482,3279
2006-Aug-17 11:00:00,308405.7778,-24444547.27,5483,3278
2006-Aug-17 12:00:00,363647.7184,-22696813.93,5484,3277
2006-Aug-17 13:00:00,346851.3189,-19050771.31,5485,3276
2006-Aug-17 14:00:00,236831.1281,-18328508.92,5486,3275
2006-Aug-17 15:00:00,231661.7842,-18821903.28,5487,3274
2006-Aug-17 16:00:00,291928.4554,-19998709.43,5488,3273
2006-Aug-17 17:00:00,192751.4742,-16397495.7,5489,3272
2006-Aug-17 18:00:00,165371.6126,-14856504.46,5490,3271
2006-Aug-17 19:00:00,132415.5014,-14395165.77,5491,3270
2006-Aug-17 20:00:00,143539.9872,-13793209.86,5492,3269
2006-Aug-17 21:00:00,93789.29893,-13463732.86,5493,3268
2006-Aug-17 22:00:00,77535.19319,-9537767.554,5494,3267
2006-Aug-17 23:00:00,77514.56928,-8805678.422,5495,3266
2006-Aug-18 00:00:00,50000,-9556478.869,5496,3265
2006-Aug-18 01:00:00,50000,-8630348.016,5497,3264
2006-Aug-18 02:00:00,50000,-9368857.041,5498,3263
2006-Aug-18 03:00:00,50000,-8440470.336,5499,3262
2006-Aug-18 04:00:00,50000,-9222605.062,5500,3261
2006-Aug-18 05:00:00,50000,-8400898.681,5501,3260
2006-Aug-18 06:00:00,88429.57622,-10332780.22,5502,3259
2006-Aug-18 07:00:00,154556.2198,-13241446.53,5503,3258
2006-Aug-18 08:00:00,242596.0093,-18436803.83,5504,3257
2006-Aug-18 09:00:00,259241.9442,-21433686.58,5505,3256
2006-Aug-18 10:00:00,264540.2585,-23468705.65,5506,3255
2006-Aug-18 11:00:00,308700.0204,-24278042.7,5507,3254
2006-Aug-18 12:00:00,364072.2801,-22634394.86,5508,3253
2006-Aug-18 13:00:00,347303.2621,-22215159.08,5509,3252
2006-Aug-18 14:00:00,236988.6329,-20159275.12,5510,3251
2006-Aug-18 15:00:00,231838.5393,-21357516.85,5511,3250
2006-Aug-18 16:00:00,292284.5913,-23677771.75,5512,3249
2006-Aug-18 17:00:00,192979.5006,-19434346.39,5513,3248
2006-Aug-18 18:00:00,165514.5515,-17045416.76,5514,3247
2006-Aug-18 19:00:00,132464.9731,-15314335.09,5515,3246
2006-Aug-18 20:00:00,143572.8723,-13953580.79,5516,3245
2006-Aug-18 21:00:00,93923.11123,-13687346.1,5517,3244
2006-Aug-18 22:00:00,77546.3455,-9822151.346,5518,3243
2006-Aug-18 23:00:00,77504.14067,-8828186.73,5519,3242
2006-Aug-19 00:00:00,50000,-9597952.848,5520,3241
2006-Aug-19 01:00:00,50000,-8494791.906,5521,3240
2006-Aug-19 02:00:00,50000,-9126145.535,5522,3239
2006-Aug-19 03:00:00,50000,-8005377.049,5523,3238
2006-Aug-19 04:00:00,50000,-8538462.876,5524,3237
2006-Aug-19 05:00:00,50000,-5679148.855,5525,3236
2006-Aug-19 06:00:00,88356.60872,-10753446.65,5526,3235
2006-Aug-19 07:00:00,110686.3544,-12620088.43,5527,3234
2006-Aug-19 08:00:00,132559.5206,-14699678.03,5528,3233
2006-Aug-19 09:00:00,165658.5891,-16473976.46,5529,3232
2006-Aug-19 10:00:00,154498.2245,-17597379.89,5530,3231
2006-Aug-19 11:00:00,176797.069,-18163096.43,5531,3230
2006-Aug-19 12:00:00,160034.6629,-16902961.49,5532,3229
2006-Aug-19 13:00:00,154804.0588,-16658180.28,5533,3228
2006-Aug-19 14:00:00,132574.3536,-17172089.59,5534,3227
2006-Aug-19 15:00:00,121570.0061,-17576337.17,5535,3226
2006-Aug-19 16:00:00,126971.0588,-17529281.06,5536,3225
2006-Aug-19 17:00:00,88577.81095,-16578438.48,5537,3224
2006-Aug-19 18:00:00,88495.04924,-10862039.73,5538,3223
2006-Aug-19 19:00:00,88558.1465,-9248658.734,5539,3222
2006-Aug-19 20:00:00,88583.57538,-9679749.582,5540,3221
2006-Aug-19 21:00:00,99527.96077,-8568236.968,5541,3220
2006-Aug-19 22:00:00,77591.61721,-9229157.748,5542,3219
2006-Aug-19 23:00:00,77540.28942,-8423819.824,5543,3218
2006-Aug-20 00:00:00,50000,-9211451.181,5544,3217
2006-Aug-20 01:00:00,50000,-8325838.67,5545,3216
2006-Aug-20 02:00:00,50000,-8737012.274,5546,3215
2006-Aug-20 03:00:00,50000,-8277198.386,5547,3214
2006-Aug-20 04:00:00,50000,-7793761.659,5548,3213
2006-Aug-20 05:00:00,50000,-7601284.422,5549,3212
2006-Aug-20 06:00:00,88426.29678,-7755681.383,5550,3211
2006-Aug-20 07:00:00,72092.25608,-7775527.921,5551,3210
2006-Aug-20 08:00:00,72089.03818,-9972234.778,5552,3209
2006-Aug-20 09:00:00,72069.86143,-9800658.816,5553,3208
2006-Aug-20 10:00:00,72069.41467,-12298837.06,5554,3207
2006-Aug-20 11:00:00,83021.19677,-11269537.01,5555,3206
2006-Aug-20 12:00:00,83218.68201,-13631899.76,5556,3205
2006-Aug-20 13:00:00,99611.79334,-11871539.15,5557,3204
2006-Aug-20 14:00:00,83055.96558,-14137951.58,5558,3203
2006-Aug-20 15:00:00,72076.79728,-12352800.63,5559,3202
2006-Aug-20 16:00:00,72064.93793,-14363961.35,5560,3201
2006-Aug-20 17:00:00,72067.40338,-8967540.48,5561,3200
2006-Aug-20 18:00:00,72051.59958,-9638594.575,5562,3199
2006-Aug-20 19:00:00,72057.8384,-8611126.186,5563,3198
2006-Aug-20 20:00:00,72058.11327,-9350383.739,5564,3197
2006-Aug-20 21:00:00,88444.32456,-8413404.72,5565,3196
2006-Aug-20 22:00:00,72089.17026,-9144627.129,5566,3195
2006-Aug-20 23:00:00,72080.15859,-8093858.146,5567,3194
2006-Aug-21 00:00:00,50000,-8536361.079,5568,3193
2006-Aug-21 01:00:00,50000,-8685370.335,5569,3192
2006-Aug-21 02:00:00,50000,-8466487.528,5570,3191
2006-Aug-21 03:00:00,50000,-7861387.509,5571,3190
2006-Aug-21 04:00:00,50000,-7968874.187,5572,3189
2006-Aug-21 05:00:00,50000,-5033015.396,5573,3188
2006-Aug-21 06:00:00,88654.60677,-11215929.87,5574,3187
2006-Aug-21 07:00:00,154766.499,-12615522.3,5575,3186
2006-Aug-21 08:00:00,243524.6547,-16129992.1,5576,3185
2006-Aug-21 09:00:00,259849.245,-19021130.92,5577,3184
2006-Aug-21 10:00:00,265778.4235,-21890315.77,5578,3183
2006-Aug-21 11:00:00,309803.5285,-22531173.02,5579,3182
2006-Aug-21 12:00:00,365005.5314,-20414952.64,5580,3181
2006-Aug-21 13:00:00,348348.1912,-21194776.32,5581,3180
2006-Aug-21 14:00:00,238020.3398,-21001306.91,5582,3179
2006-Aug-21 15:00:00,232424.8845,-20789480.29,5583,3178
2006-Aug-21 16:00:00,293073.2739,-19304004.37,5584,3177
2006-Aug-21 17:00:00,193515.2986,-15246674.36,5585,3176
2006-Aug-21 18:00:00,165986.3604,-13999597.09,5586,3175
2006-Aug-21 19:00:00,132842.8622,-13787082.68,5587,3174
2006-Aug-21 20:00:00,144026.0945,-13511804.82,5588,3173
2006-Aug-21 21:00:00,94003.36323,-13420188.16,5589,3172
2006-Aug-21 22:00:00,77682.80451,-9546777.13,5590,3171
2006-Aug-21 23:00:00,77660.4763,-8900122.916,5591,3170
2006-Aug-22 00:00:00,50000,-9872369.506,5592,3169
2006-Aug-22 01:00:00,50000,-8835136.275,5593,3168
2006-Aug-22 02:00:00,50000,-9913939.427,5594,3167
2006-Aug-22 03:00:00,50000,-8856567.929,5595,3166
2006-Aug-22 04:00:00,50000,-9602892.095,5596,3165
2006-Aug-22 05:00:00,50000,-8813006.019,5597,3164
2006-Aug-22 06:00:00,88634.81311,-10940533.54,5598,3163
2006-Aug-22 07:00:00,155129.2612,-13415457.18,5599,3162
2006-Aug-22 08:00:00,243641.627,-16740266.79,5600,3161
2006-Aug-22 09:00:00,260323.7123,-17918204.78,5601,3160
2006-Aug-22 10:00:00,265599.4973,-18524985.38,5602,3159
2006-Aug-22 11:00:00,310105.3219,-19211879.99,5603,3158
2006-Aug-22 12:00:00,365691.1241,-18088297.69,5604,3157
2006-Aug-22 13:00:00,349090.2558,-18628663.94,5605,3156
2006-Aug-22 14:00:00,238076.7443,-18732599.76,5606,3155
2006-Aug-22 15:00:00,232430.003,-20050174.71,5607,3154
2006-Aug-22 16:00:00,293706.1065,-21009134.62,5608,3153
2006-Aug-22 17:00:00,193888.0167,-17157078,5609,3152
2006-Aug-22 18:00:00,166125.7979,-15477907.86,5610,3151
2006-Aug-22 19:00:00,132951.8548,-14569183.18,5611,3150
2006-Aug-22 20:00:00,143871.4417,-14039359.59,5612,3149
2006-Aug-22 21:00:00,94289.81468,-13744180.58,5613,3148
2006-Aug-22 22:00:00,77597.94349,-9407268.56,5614,3147
2006-Aug-22 23:00:00,77560.61869,-8738213.952,5615,3146
2006-Aug-23 00:00:00,50000,-9617378.203,5616,3145
2006-Aug-23 01:00:00,50000,-8594811.099,5617,3144
2006-Aug-23 02:00:00,50000,-9378300.84,5618,3143
2006-Aug-23 03:00:00,50000,-8296051.134,5619,3142
2006-Aug-23 04:00:00,50000,-9100148.351,5620,3141
2006-Aug-23 05:00:00,50000,-8498435.02,5621,3140
2006-Aug-23 06:00:00,88807.9615,-10527777.86,5622,3139
2006-Aug-23 07:00:00,155053.1916,-13301684.51,5623,3138
2006-Aug-23 08:00:00,243885.2501,-17237766.1,5624,3137
2006-Aug-23 09:00:00,260736.3589,-19237165.88,5625,3136
2006-Aug-23 10:00:00,266275.1827,-21775924.89,5626,3135
2006-Aug-23 11:00:00,310490.9266,-21119527.87,5627,3134
2006-Aug-23 12:00:00,366017.732,-19407840.73,5628,3133
2006-Aug-23 13:00:00,349120.2844,-21538192.63,5629,3132
2006-Aug-23 14:00:00,238431.0665,-22424364.61,5630,3131
2006-Aug-23 15:00:00,233068.4709,-23058371.19,5631,3130
2006-Aug-23 16:00:00,293854.3705,-23655584.32,5632,3129
2006-Aug-23 17:00:00,193921.089,-19491213.15,5633,3128
2006-Aug-23 18:00:00,166307.1464,-17086463.39,5634,3127
2006-Aug-23 19:00:00,133049.924,-15260999.19,5635,3126
2006-Aug-23 20:00:00,144229.4692,-14367295.95,5636,3125
2006-Aug-23 21:00:00,94204.17273,-14010277.71,5637,3124
2006-Aug-23 22:00:00,77735.59544,-9733198.756,5638,3123
2006-Aug-23 23:00:00,77687.18277,-8788366.588,5639,3122
2006-Aug-24 00:00:00,50000,-9587949.785,5640,3121
2006-Aug-24 01:00:00,50000,-8618375.652,5641,3120
2006-Aug-24 02:00:00,50000,-9383491.523,5642,3119
2006-Aug-24 03:00:00,50000,-8435386.675,5643,3118
2006-Aug-24 04:00:00,50000,-9232634.945,5644,3117
2006-Aug-24 05:00:00,50000,-5631127.725,5645,3116
2006-Aug-24 06:00:00,88627.66547,-11023053.15,5646,3115
2006-Aug-24 07:00:00,155555.6645,-12928456.39,5647,3114
2006-Aug-24 08:00:00,244256.9153,-18362842.07,5648,3113
2006-Aug-24 09:00:00,260792.2438,-21513364.44,5649,3112
2006-Aug-24 10:00:00,266386.8697,-23066177.58,5650,3111
2006-Aug-24 11:00:00,311013.2555,-23335159.37,5651,3110
2006-Aug-24 12:00:00,366319.155,-20826831.81,5652,3109
2006-Aug-24 13:00:00,349946.5186,-23091851.06,5653,3108
2006-Aug-24 14:00:00,238792.4826,-24803111.75,5654,3107
2006-Aug-24 15:00:00,233117.9706,-25815974.19,5655,3106
2006-Aug-24 16:00:00,294099.5102,-25054297.75,5656,3105
2006-Aug-24 17:00:00,194234.5911,-20383846.94,5657,3104
